rooftop_id,enterprise_id,rooftop_name,enterprise_name,Company Domain ,csm_poc,Product Stage,city,district,state,country,zipcode,account_type,account_sub_type,address_line1,address_line2,geo_coordinates
179f2a7a46,b733cdf5d,Jenkins Hyundal of Leesburg,Jenkins Auto Group,jenkinshyundaiofleesburg.com,ankur.batra@spyne.ai,Studio Live,Leesburg,,Florida,United States,34788,GROUP_DEALER,FRANCHISE_DEALER,9145 US Highway 441,,"{""lat"":28.8291944,""lng"":-81.8045908}"
9b71c1465d,b733cdf5d,Jenkins Hyundal of Ocala,Jenkins Auto Group,jenkinshyundaiofocala.com,ankur.batra@spyne.ai,Studio Live,Ocala,,Florida,United States,34474,GROUP_DEALER,FRANCHISE_DEALER,1602 SW College Rd,,"{""lat"":29.1696564,""lng"":-82.1646409}"
a78a3313b8,b733cdf5d,Jenkins Kia of Cocoa,Jenkins Auto Group,jenkinskiaofcocoa.com,ankur.batra@spyne.ai,Studio Live,Cocoa,Brevard County,Florida,United States,32926,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"3660, West King Street",Brevard County,"{""lat"":28.3575942,""lng"":-80.7810903}"
f260b79807,b733cdf5d,Jenkins Kia of Gainesville,Jenkins Auto Group,jenkinskiaofgainesville.com,ankur.batra@spyne.ai,Studio Live,Gainesville,,Florida,United States,32609,GROUP_DEALER,FRANCHISE_DEALER,2810 N Main St,,"{""lat"":29.6785634,""lng"":-82.3195165}"
5d10a24679,b733cdf5d,Jenkins Kia of Ocala,Jenkins Auto Group,jenkinskiaofocala.com,ankur.batra@spyne.ai,Studio Live,Ocala,,Florida,United States,34471,GROUP_DEALER,FRANCHISE_DEALER,2305 SW College Rd,,"{""lat"":29.164609,""lng"":-82.170671}"
4346ace52e,b733cdf5d,Jenkins Mazda,Jenkins Auto Group,jenkinsmazda.com,ankur.batra@spyne.ai,Studio Live,Ocala,,Florida,United States,34471,GROUP_DEALER,FRANCHISE_DEALER,1740 SW College Rd,,"{""lat"":29.1692079,""lng"":-82.1652228}"
9862d42bb0,b733cdf5d,Jenkins Nissan of Homosassa,Jenkins Auto Group,jenkinsnissanofhomosassa.com,ankur.batra@spyne.ai,Studio Live,Homosassa,,Florida,United States,34448,GROUP_DEALER,FRANCHISE_DEALER,1785 S Suncoast Blvd,,"{""lat"":28.7961801,""lng"":-82.574751}"
70980f4dcd,b733cdf5d,Jenkins Nissan of Leesburg,Jenkins Auto Group,jenkinsnissanofleesburg.com,ankur.batra@spyne.ai,Studio Live,Leesburg,,Florida,United States,34788,GROUP_DEALER,FRANCHISE_DEALER,8865 US Highway 441,,"{""lat"":28.8218636,""lng"":-81.7828404}"
06dfac60a2,b733cdf5d,Jenkins Subaru of Ocala,Jenkins Auto Group,jenkinssubaruofocala.com,ankur.batra@spyne.ai,Studio Live,Ocala,,Florida,United States,34474,GROUP_DEALER,FRANCHISE_DEALER,5820 SW College Rd,,"{""lat"":29.1202079,""lng"":-82.2168661}"
a2a615649f,b733cdf5d,Leesburg Volkswagen,Jenkins Auto Group,jenkinsvolkswagen.com,ankur.batra@spyne.ai,Studio Live,Leesburg,,Florida,United States,34788,GROUP_DEALER,FRANCHISE_DEALER,9105 US Highway 441,,"{""lat"":28.8295885,""lng"":-81.8053423}"
3a54d1fe58,b733cdf5d,Space Coast Honda,Jenkins Auto Group,spacecoasthonda.com,ankur.batra@spyne.ai,Studio Live,Cocoa,,Florida,United States,32926,GROUP_DEALER,FRANCHISE_DEALER,1885 W King St,,"{""lat"":28.3549176,""lng"":-80.7640672}"
964b3de4c6,2ae209e53,Jerry Spady Chevrolet GMC Corvette Hummer,Jerry Spady Chevrolet GMC Corvette Hummer,spadygm.com,vishal.singh1@spyne.ai,Studio Live,Hastings,,Nebraska,United States,68901,INDIVIDUAL_DEALER,FRANCHISE_DEALER,2750 Osborne Dr. E,,"{""lat"":40.6130199,""lng"":-98.3823596}"
3311f4e6e2,8029ea3a5,Jidd Motors Mitsubishi,Jidd Motors Mitsubishi,jiddmotorsmitsubishi.com,abhijeet.mitra@spyne.ai,Studio Live,Des Plaines,,Illinois,United States,60016,INDIVIDUAL_DEALER,FRANCHISE_DEALER,1313 Rand Rd,,"{""lat"":42.0501245,""lng"":-87.8924826}"
fea38d9b09,1917266d4,JIDD PERFORMANCE,Jidd Performance,jiddperformance.com,garvit.sharma@spyne.ai,Studio Live,Boca Raton,Palm Beach County,Florida,United States,33432,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"1800, Northwest 1st Court",Palm Beach County,"{""lat"":26.3654584,""lng"":-80.0868284}"
3cfbad188d,eaee06605,Jim O’Connor Select Auto,Jim O’Connor Select Auto,selectautowi.com,prathamesh.prashant@spyne.ai,Studio Live,Oconomowoc,,Wisconsin,United States,53066,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,740 East Wisconsin Avenue,,"{""lat"":43.107574,""lng"":-88.4879052}"
308db19728,f2c1c3e12,Jim Schmidt Chevrolet of Delphos,Jim Schmidt Automotive,jimschmidtdelphos.com,ankur.batra@spyne.ai,Studio Live,Delphos,,Ohio,United States,45833,GROUP_DEALER,FRANCHISE_DEALER,1725 E 5th St1725 E 5th St,,"{""lat"":40.8437457,""lng"":-84.3397658}"
d368148181,f2c1c3e12,Jim Schmidt Chevrolet-Buick,Jim Schmidt Automotive,,ankur.batra@spyne.ai,Studio Live,Hicksville,,Ohio,United States,43526,GROUP_DEALER,FRANCHISE_DEALER,575 West High Street,,"{""lat"":41.2872334,""lng"":-84.7742856}"
9f44b785f9,f2c1c3e12,Jim Schmidt Ford,Jim Schmidt Automotive,jimschmidtford.net,ankur.batra@spyne.ai,Studio Live,Hicksville,,Ohio,United States,43526,GROUP_DEALER,FRANCHISE_DEALER,405 West High Street,,"{""lat"":41.287904,""lng"":-84.7714197}"
0dcef03834,d3216c3e4,John Hiester Chevrolet,John Hiester Chevrolet,johnhiesterchevy.com,ankur.batra@spyne.ai,Studio Live,Fuquay Varina,,North Carolina,United States,27526,INDIVIDUAL_DEALER,FRANCHISE_DEALER,3100 North Main Street,,"{""lat"":35.5904452,""lng"":-78.7983224}"
0dcef03834,d3216c3e4,John Hiester Chevrolet,John Hiester Chevrolet,johnhiesterchevy.com,zeeshana.aijaz@spyne.ai,Vini Live,Fuquay Varina,,North Carolina,United States,27526,INDIVIDUAL_DEALER,FRANCHISE_DEALER,3100 North Main Street,,"{""lat"":35.5904452,""lng"":-78.7983224}"
a54748113c,255d4e428,Joseph Toyota Of Cincinnati,Joseph Toyota Of Cincinnati,josephtoyota.com,vishal.singh1@spyne.ai,Studio Churned,Cincinnati,,Ohio,United States,45251,INDIVIDUAL_DEALER,FRANCHISE_DEALER,9101 Colerain Ave,,"{""lat"":39.237014,""lng"":-84.592544}"
2.22E+31,aef07d3d0,Juettner Lincoln,Juettner Motors Inc.,,vishal.singh1@spyne.ai,Studio Churned,Alexandria,,Minnesota,United States,56308,INDIVIDUAL_DEALER,FRANCHISE_DEALER,1900 Broadway St,,"{""lat"":45.870579,""lng"":-95.378053}"
491cad2733,749bac698,K&f Auto Sales And Service,K&f Auto Sales And Service,kfauto.com,garvit.sharma@spyne.ai,Studio Live,Fort Atkinson,,Wisconsin,United States,53538,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"N3873 WI-26 BUS, Jefferson",,"{""lat"":42.9288944,""lng"":-88.8370509}"
49a8baaf5b,5f357c460,Decorah Auto Center,KAR Auto Group,,ishika.arora@spyne.ai,Studio Live,Decorah,Winneshiek County,Iowa,United States,52101,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2072, Iowa 9",Winneshiek County,"{""lat"":43.2924234,""lng"":-91.8071781}"
6d0a33b157,5f357c460,Decorah Chevrolet & Chrysler,KAR Auto Group,,ishika.arora@spyne.ai,Studio Live,Decorah,Winneshiek County,Iowa,United States,52101,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"1815, Iowa 9",Winneshiek County,"{""lat"":43.2881477,""lng"":-91.7585214}"
cbc4531a20,f67f3cfc7,KL Honda,KL Honda,klhonda.com,sanyam.tyagi@spyne.ai,Studio Live,Lindsay,,Ontario,Canada,K9V 4W9,INDIVIDUAL_DEALER,FRANCHISE_DEALER,4 Harvest St,,"{""lat"":44.3475239,""lng"":-78.7708673}"
d0fc10df9a,d2bbbfe8d,Auto Steinberg,Kame Labs GmbH i.Gr.,,,Studio Live,Germany,Frankfurt,Frankfurt am Main,Germany,60314,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,Hanauer Landstraße 204 60314 Frankfurt am Main Germany,Hanauer Landstraße 204 60314 Frankfurt am Main Germany,"{""lat"":50.1109221,""lng"":8.6821267}"
e0d59f3f-7,51f47b569,Hyundai_2,Keffer Inc.,kefferhyundai.com,aman.seth@spyne.ai,Studio Live,Charlotte,,North Carolina,United States,28227,GROUP_DEALER,FRANCHISE_DEALER,8214 E Independence Blvd,,"{""lat"":35.1522341,""lng"":-80.7299697}"
e24f5a3b-1,51f47b569,Mazda_2,Keffer Inc.,keffermazda.com,aman.seth@spyne.ai,Studio Live,Charlotte,,North Carolina,United States,28227,GROUP_DEALER,FRANCHISE_DEALER,8214 E Independence Blvd,,"{""lat"":35.1522341,""lng"":-80.7299697}"
c6baf1d04d,d19521581,Kempton Chevrolet_2,Kempton Chevrolet,kemptonchevrolet.com,sanyam.tyagi@spyne.ai,Studio Live,Safford,,Arizona,United States,85546,INDIVIDUAL_DEALER,FRANCHISE_DEALER,713 W 5th Street Safford,,"{""lat"":32.8344726,""lng"":-109.7152367}"
148cbc9409,041b66a4f,Key West Ford Sales,Key West Ford Sales Ltd,keywestford.com,vishal.singh1@spyne.ai,Studio Live,New Westminster,,BC,Canada,V3M2A5,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"301 Stewardson Way, New Westminster",,"{""lat"":49.2021684,""lng"":-122.9254673}"
320a9f6325,96801647b,Kia Cold Lake,Kia Cold Lake,,abhijeet.mitra@spyne.ai,Studio Live,Cold Lake,,Alberta,Canada,T9M 1S6,INDIVIDUAL_DEALER,FRANCHISE_DEALER,3832 50 St,,"{""lat"":54.4079939,""lng"":-110.2052487}"
984a75ac1e,10068fb52,Kia Vancouver,Kia Vancouver,,abhijeet.mitra@spyne.ai,Studio Live,Vancouver,Vancouver,British Columbia,Canada,V5X 2R6,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,396 SW Marine Dr,,"{""lat"":49.2827291,""lng"":-123.1207375}"
eb8fe3ce25,d9e6f6263,Kian Motors INC,Kian Motors INC,kianmotors.com,sanyam.tyagi@spyne.ai,Studio Live,Plano,,Texas,United States,75093,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,1212 Commerce Drive Directions,,"{""lat"":33.0136764,""lng"":-96.6925096}"
f2c0f86bc,6069c92a3,Kimberly BMW,Kimberly BMW,bmwofdavenport.com,abhijeet.mitra@spyne.ai,Studio Live,Davenport,,Iowa,United States,52806,INDIVIDUAL_DEALER,FRANCHISE_DEALER,625 W Kimberly Rd,,"{""lat"":41.5599663,""lng"":-90.5824542}"
ecdd25db-7,ad2559dcd,Commerical Trucks,"Knapp Chevrolet, Inc.",knappchevrolet.com,sanyam.tyagi@spyne.ai,Studio Live,Houston,,Texas,United States,77007,INDIVIDUAL_DEALER,FRANCHISE_DEALER,815 Houston Ave,,"{""lat"":29.7669613,""lng"":-95.3731285}"
a3572d3404,ad2559dcd,Knapp Chevrolet_Houston,"Knapp Chevrolet, Inc.",knappchevrolet.com,sanyam.tyagi@spyne.ai,Studio Live,Houston,,Texas,United States,77007,INDIVIDUAL_DEALER,FRANCHISE_DEALER,815 Houston Ave,,"{""lat"":29.7669613,""lng"":-95.3731285}"
01d5f4e0f7,70ba109c9,cbrown,Koons Automotive Inc,,prathamesh.prashant@spyne.ai,Studio Live,Fredericksburg,,Virginia,United States,22401,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,2303 Emancipation Hwy,,"{""lat"":38.2831922,""lng"":-77.4882634}"
0f2e5b3f11,ed12bedfe,Korf Ford _2,Korf Ford,korfford.com,zeeshana.aijaz@spyne.ai,Studio Churned,Brush,,Colorado,United States,80723,GROUP_DEALER,FRANCHISE_DEALER,501 Edison Street,,"{""lat"":40.255361,""lng"":-103.624718}"
8573af4c18,8ce2dc4d9,Korf Motors,Korf Motors,tonypeckhamkorfmotor.com,zeeshana.aijaz@spyne.ai,Studio Churned,Fort Morgan,,Colorado,United States,80701,INDIVIDUAL_DEALER,FRANCHISE_DEALER,1221 MAIN STREET,,"{""lat"":40.2614508,""lng"":-103.8016021}"
b9c2105d5,b2b67ba8d,Kross Mitsubishi,Kross Mitsubishi,,manpreet.kaur@spyne.ai,Studio Churned,Edmonton,,Alberta,Canada,T6E 5W8,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"9605 34 Ave NW, Edmonton, AB",,"{""lat"":53.4696018,""lng"":-113.4899277}"
98270aac74,ffc453a6b,LUXURY IMPORTS,LUXURY IMPORTS,luxuryandimports.com,garvit.sharma@spyne.ai,Studio Live,Leavenworth,,Kansas,United States,66048,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"5239, South 4th St",,"{""lat"":39.2673889,""lng"":-94.898955}"
7c8ec43273,c7e6b569f,Lake Chevrolet,Lake Auto Group,,ishika.arora@spyne.ai,Studio Live,Milwaukee,Milwaukee County,Wisconsin,United States,53221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"4100, South 27th Street","Wilson Park, Milwaukee County","{""lat"":42.9699549,""lng"":-87.94583639999999}"
7c8ec43273,c7e6b569f,Lake Chevrolet,Lake Auto Group,,aditya.kaul@spyne.ai,Vini Live,Milwaukee,Milwaukee County,Wisconsin,United States,53221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"4100, South 27th Street","Wilson Park, Milwaukee County","{""lat"":42.9699549,""lng"":-87.94583639999999}"
3ba5db276f,c7e6b569f,Lake Ford,Lake Auto Group,lakefordlewistown.com,ishika.arora@spyne.ai,Studio Live,Milwaukee,Milwaukee County,Wisconsin,United States,53221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"4201, South 27th Street",Milwaukee County,"{""lat"":42.9681072,""lng"":-87.95005669999999}"
3ba5db276f,c7e6b569f,Lake Ford,Lake Auto Group,lakefordlewistown.com,aditya.kaul@spyne.ai,Vini Live,Milwaukee,Milwaukee County,Wisconsin,United States,53221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"4201, South 27th Street",Milwaukee County,"{""lat"":42.9681072,""lng"":-87.95005669999999}"
17bb4a5459,4fefabd10,Lamacchia Honda,Lamacchia Honda,lamacchiahonda.com,vishal.singh1@spyne.ai,Studio Live,Syracuse,,New York,United States,13204,INDIVIDUAL_DEALER,FRANCHISE_DEALER,932 West Genesee Street,,"{""lat"":43.0541924,""lng"":-76.1696016}"
92b380957,a4e592040,Lambert Buick GMC,Lambert Buick GMC Inc,lambertbuickgmc.com,vishal.singh1@spyne.ai,Studio Live,Cuyahoga Falls,,Ohio,United States,44221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,2409 Front St,,"{""lat"":41.1401259,""lng"":-81.4796605}"
92b380957,a4e592040,Lambert Buick GMC,Lambert Buick GMC Inc,lambertbuickgmc.com,,Vini Live,Cuyahoga Falls,,Ohio,United States,44221,INDIVIDUAL_DEALER,FRANCHISE_DEALER,2409 Front St,,"{""lat"":41.1401259,""lng"":-81.4796605}"
c18a7a6d8d,b5b6954c4,Landers Dodge Chrysler Jeep Ram,Landers Dodge Chrysler Jeep RAM,golanders.com,ankur.batra@spyne.ai,Studio Live,Bossier City,Bossier Parish,Louisiana,United States,71111,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2701, Benton Road",Bossier Parish,"{""lat"":32.5557436,""lng"":-93.726789}"
c18a7a6d8d,b5b6954c4,Landers Dodge Chrysler Jeep Ram,Landers Dodge Chrysler Jeep RAM,golanders.com,aditya.kaul@spyne.ai,Vini Live,Bossier City,Bossier Parish,Louisiana,United States,71111,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"2701, Benton Road",Bossier Parish,"{""lat"":32.5557436,""lng"":-93.726789}"
8ebbb3fa-e,d1319edae,Laramie Peak Motors LLC_1,Laramie Peak Motors LLC,laramiepeakmotors.com,garvit.sharma@spyne.ai,Studio Live,Wheatland,,Wyoming,United States,82201,INDIVIDUAL_DEALER,FRANCHISE_DEALER,2305 North 16th StreetWheatland,,"{""lat"":42.054424,""lng"":-104.952726}"
ea1ed3422e,d1319edae,Laramie Peak Motors LLC_2,Laramie Peak Motors LLC,laramiepeakmotors.com,garvit.sharma@spyne.ai,Studio Live,Wheatland,Wheatland,WY,US,82201,INDIVIDUAL_DEALER,FRANCHISE_DEALER,2305 North 16th St,,"{""lat"":42.0544141,""lng"":-104.9527501}"
03d7a7304e,ff9cc24f4,Lee Hyundai,Lee Group,leehyundai.com,avinash.jha@spyne.ai,Studio Live,Wilson,,North Carolina,United States,27896,GROUP_DEALER,FRANCHISE_DEALER,4170-A Raleigh Rd PKWY W,,"{""lat"":35.7451895,""lng"":-77.9651256}"
cadd3b2f76,ff9cc24f4,Lee Hyundai of Clayton,Lee Group,leehyundaiofclayton.com,avinash.jha@spyne.ai,Studio Live,Clayton,Johnston County,North Carolina,United States,27520,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"11315, Clayton Boulevard",Johnston County,"{""lat"":35.6481966481151,""lng"":-78.46620306449262}"
d0c2aad327,e91b8a8fe,Lewiston Auto_1,Lewiston Auto,lewistonauto.com,sanyam.tyagi@spyne.ai,Studio Live,Lewiston,,Minnesota,United States,55952,INDIVIDUAL_DEALER,FRANCHISE_DEALER,300 Debra Drive,,"{""lat"":43.9886337,""lng"":-91.8644336}"
4e1defb797,65c4c0ee4,Lexus of Lehigh Valley,Lexus of Lehigh Valley,lexusoflehighvalley.com,vishal.singh1@spyne.ai,Studio Live,Allentown,,Pennsylvania,United States,18104,INDIVIDUAL_DEALER,FRANCHISE_DEALER,4500 Broadway,,"{""lat"":40.5858672,""lng"":-75.5544063}"
9e7ec81e-b,f0b47313d,Lexus CPO,Lexus of Merrillville,,sanyam.tyagi@spyne.ai,Studio Live,Merrillville,,Indiana,United States,46410,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"3957 US-30 Merrillville, IN 46410",,"{""lat"":41.4858405,""lng"":-87.3851942}"
cd62956061,f0b47313d,Lexus of Merrillville,Lexus of Merrillville,lexusofmerrillville.com,sanyam.tyagi@spyne.ai,Studio Live,Merrillville,,Indiana,United States,46410,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"3957 US-30 Merrillville, IN 46410",,"{""lat"":41.4858405,""lng"":-87.3851942}"
d47d4007eb,716d304ef,Lockwood Motors,"Lockwood Motors, Inc.",lockwoodmotors.com,sanyam.tyagi@spyne.ai,Studio Live,Marshall,,Minnesota,United States,56258,INDIVIDUAL_DEALER,FRANCHISE_DEALER,1310 E College Drive,,"{""lat"":44.4496005,""lng"":-95.7666128}"
068cadb5bf,e567f183d,Cataloguing rooftop,Long Automotive Group,longsubaru.com,ishika.arora@spyne.ai,Studio Live,Webster,,Massachusetts,United States,1570,GROUP_DEALER,FRANCHISE_DEALER,7 Sutton Rd,,"{""lat"":42.0627822,""lng"":-71.8605509}"
9f84b08c-9,e567f183d,Long Cadillac,Long Automotive Group,longcadillac.com,ishika.arora@spyne.ai,Studio Live,Southborough,,Massachusetts,United States,1772,GROUP_DEALER,FRANCHISE_DEALER,218 Turnpike Rd (Route 9 East),,"{""lat"":42.3056501,""lng"":-71.5245087}"
e76ba9e3-a,e567f183d,Long Subaru,Long Automotive Group,longsubaru.com,ishika.arora@spyne.ai,Studio Live,Webster,,Massachusetts,United States,1570,GROUP_DEALER,FRANCHISE_DEALER,7 Sutton Rd,,"{""lat"":42.1752089,""lng"":-71.7748339}"
587b648d46,164b70487,Long Island Sports Cars,Long Island Sports Cars,longislandsportscars.com,garvit.sharma@spyne.ai,Studio Live,Roslyn,,New York,United States,11576,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,1047 Northern Boulevard,,"{""lat"":40.7985368,""lng"":-73.6649831}"
ce6334b887,249fffe38,Loyalty Nissan,Loyalty Automotive,loyaltynissanrichmond.com,zeeshana.aijaz@spyne.ai,Studio Future Churn,Chester,,Virginia,United States,23831,INDIVIDUAL_DEALER,FRANCHISE_DEALER,16301 Loyalty Way,,"{""lat"":37.3048951,""lng"":-77.3926344}"
be5ad58331,7cc5888c6,Loyalty Chevrolet,Loyalty Chevrolet/Cadillac,loyaltychevrolet.com,zeeshana.aijaz@spyne.ai,Studio Churned,Williamsburg,,Virginia,United States,23185,INDEPENDENT_DEALER,FRANCHISE_DEALER,543 2nd St,,"{""lat"":37.273403,""lng"":-76.6823318}"
a4b40b7160,740e108f7,Loyalty Toyota,Loyalty Toyota,loyaltytoyotarichmond.com,zeeshana.aijaz@spyne.ai,Studio Churned,Chester,,Virginia,United States,23831,INDEPENDENT_DEALER,FRANCHISE_DEALER,2000 Walthall Center Drive,,"{""lat"":37.3068842,""lng"":-77.3935893}"
27ff6765f,6ecc6bf4b,Loyalty Volkswagen_1,Loyalty Volkswagen,loyaltyvwrichmond.com,zeeshana.aijaz@spyne.ai,Studio Future Churn,Chester,,Virginia,United States,23831,GROUP_DEALER,FRANCHISE_DEALER,"16300 Loyalty Way Chester, Va",,"{""lat"":37.3562229,""lng"":-77.4460583}"
108a98c179,a9dc7e2a2,Lumos Acura,Lumos Honda & Lumos Acura,,puneet.sharma@spyne.ai,Vini Live,San Juan,Hidalgo County,Texas,United States,78589,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"1201, Interstate 2",Hidalgo County,"{""lat"":26.192331688814335,""lng"":-98.13823288314256}"
5ccaeef160,a9dc7e2a2,Lumos Honda,Lumos Honda & Lumos Acura,lumoshonda.com,puneet.sharma@spyne.ai,Vini Live,Odessa,,TX,USA,79762,INDIVIDUAL_DEALER,FRANCHISE_DEALER,5301 John Ben Shepperd Parkway,5301 John Ben Shepperd Parkway,"{""lat"":31.9049924,""lng"":-102.3387526}"
7ac7bcd02,7d0ba2fb7,Luxury Auto Plex_1,Luxury Auto Plex,luxuryautoz.com,garvit.sharma@spyne.ai,Studio Live,Portland,,Oregon,United States,97230,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"8555 SW Canyon Rd, Portland",,"{""lat"":45.4986011,""lng"":-122.7647817}"
19a1094476,652ef9315,LuxuryMotorCars_2,LuxuryMotorCars,lmc22.com,rupesh.rawat@spyne.ai,Studio Live,Hillside,,New Jersey,United States,7205,INDIVIDUAL_DEALER,FRANCHISE_DEALER,245 US 22,,"{""lat"":40.6988753,""lng"":-74.2278985}"
aa9931d859,55236c531,MAG Chrysler Dodge Jeep Ram,MAG CHRYSLER DODGE JEEP RAM,magcdjr.com,vishal.singh1@spyne.ai,Studio Live,Chillicothe,,Missouri,United States,64601,INDIVIDUAL_DEALER,FRANCHISE_DEALER,310 Washington Street,,"{""lat"":39.7839925,""lng"":-93.5530001}"
8555c96ab6,b0cf1df81,MB Motors,MB Motors,mb-motors.be,garvit.sharma@spyne.ai,Studio Live,Bellingham,,WA,U.S.A,98225,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,700 Ohio Street,700 Ohio Street,"{""lat"":48.7548428,""lng"":-122.4659951}"
8555c96ab6,b0cf1df81,MB Motors,MB Motors,mb-motors.be,manpreet.kaur@spyne.ai,Vini Live,Bellingham,,WA,U.S.A,98225,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,700 Ohio Street,700 Ohio Street,"{""lat"":48.7548428,""lng"":-122.4659951}"
53833d082b,9bb0e68c6,MEI Inc,MEI Inc,meiautofinance.com,rupesh.rawat@spyne.ai,Studio Live,Arlington,,Texas,United States,76011,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,200 N Collins St,,"{""lat"":32.738282,""lng"":-97.097451}"
d63dbb8b27,3c04c87a2,Carizona,MP auto Sales LLC DBA Carizona,carizona.com,sanyam.tyagi@spyne.ai,Studio Live,Mesa,,Arizona,United States,85201,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,1600 W Main St,,"{""lat"":33.414966,""lng"":-111.865559}"
bfc589ff5a,da03f0648,"MST Trading, LLC DBA Always Motors","MST Trading, LLC DBA Always Motors",,sanyam.tyagi@spyne.ai,Studio Live,Spring,Harris County,Texas,United States,77373,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"23737, Cypresswood Drive",Harris County,"{""lat"":30.0551558,""lng"":-95.3544109}"
bfc589ff5a,da03f0648,"MST Trading, LLC DBA Always Motors","MST Trading, LLC DBA Always Motors",,deepanshu.agarwal@spyne.ai,Vini Live,Spring,Harris County,Texas,United States,77373,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"23737, Cypresswood Drive",Harris County,"{""lat"":30.0551558,""lng"":-95.3544109}"
5694819c5f,a5c8cdf57,Ford Used,MY Naghi,,aman.seth@spyne.ai,Studio Live,Jeddah,Jeddah,Makkah Province,Saudi Arabia,23617,INDIVIDUAL_DEALER,FRANCHISE_DEALER,King Abdul Aziz Road,"Al Mohammadiyyah, Jeddah","{""lat"":21.648764,""lng"":39.1136399}"
aee8020f86,943b54863,"Madeira Auto-Car, Lda","Madeira Auto-Car, Lda",,anuj.tewatia@spyne.ai,Studio Live,Madeira,Funchal,Funchal,Portugal,9050-000,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,Caminho do Regedor,Caminho do Regedor,"{""lat"":32.6506129,""lng"":-16.9082357}"
c6fc317cc6,b9949e885,Main Street Motors,Main Street Motors,mainstreetautos.com,puneet.sharma@spyne.ai,Vini Live,Portage,Porter County,Indiana,United States,46368,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"5020, U.S. 6",Porter County,"{""lat"":41.5514854,""lng"":-87.2174189}"
2ecb2300a0,b9949e885,Main Street Motors_1,Main Street Motors,,garvit.sharma@spyne.ai,Studio Live,Portage,,Indiana,United States,46368,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,"5020 US-6, Portag",,"{""lat"":41.5506827,""lng"":-87.2158221}"
0079fa7f8,b9949e885,Main Street Motors_2,Main Street Motors,mainstreetmotors.org,garvit.sharma@spyne.ai,Studio Live,Portage,,Indiana,United States,46368,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,5020 US-6,,"{""lat"":41.5506827,""lng"":-87.2158221}"
81bb345eb,4f97f9e07,Marano & Sons Auto Sales_2,Marano & Sons Auto Sales,maranosonsauto.com,garvit.sharma@spyne.ai,Studio Live,Garwood,,New Jersey,United States,7027,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,150 County Rd 610,,"{""lat"":40.6516599,""lng"":-74.3285404}"
8053572fb8,78c373e20,Mark Miller Subaru South Towne LLC,"Mark Miller Subaru, Inc.",,ishika.arora@spyne.ai,Studio Live,Sandy,Salt Lake County,Utah,United States,84070,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"10920, South State Street",Salt Lake County,"{""lat"":40.5532532,""lng"":-111.8920116}"
de14075fe6,78c373e20,"Mark Miller Subaru, Inc.","Mark Miller Subaru, Inc.",,ishika.arora@spyne.ai,Studio Live,Salt Lake City,Salt Lake County,Utah,United States,84115,INDIVIDUAL_DEALER,FRANCHISE_DEALER,"3535, South State Street",Salt Lake County,"{""lat"":40.6937794,""lng"":-111.8872519}"
cdccc2028d,9a5f6bcc0,Marthaler Honda,Marthaler Honda,marthalerhonda.com,vishal.singh1@spyne.ai,Studio Live,Owatonna,,Minnesota,United States,55060,INDIVIDUAL_DEALER,INDEPENDENT_DEALER,2500 State Avenue NW,,"{""lat"":44.0895803,""lng"":-93.2363454}"
